md5hash,fitzpatrick_scale,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,image_path
a18ac3fbfc727376e291bbd391f07264,2,2,tuberous sclerosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7609,httpwwwatlasdermatologicocombrimgimageId7609.jpg,data/images/train/a18ac3fbfc727376e291bbd391f07264.jpg
59f90da7657920860f16c8186601d48f,3,4,ehlers danlos syndrome,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1615,httpwwwatlasdermatologicocombrimgimageId1615.jpg,data/images/train/59f90da7657920860f16c8186601d48f.jpg
835e73c23f7c255e3ed5b8b34d93380e,4,4,erythema nodosum,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1980,httpwwwatlasdermatologicocombrimgimageId1980.jpg,data/images/train/835e73c23f7c255e3ed5b8b34d93380e.jpg
0cecfe8aa964b75bfd8ab616fbf5538b,4,3,dermatomyositis,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=1445,httpwwwatlasdermatologicocombrimgimageId1445.jpg,data/images/train/0cecfe8aa964b75bfd8ab616fbf5538b.jpg
a68194563b25961b56b6666f83d348ab,5,4,urticaria pigmentosa,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7811,httpwwwatlasdermatologicocombrimgimageId7811.jpg,data/images/train/a68194563b25961b56b6666f83d348ab.jpg
3777546acc97a7f5779f21625707261d,3,3,neutrophilic dermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6896,httpwwwatlasdermatologicocombrimgimageId6896.jpg,data/images/train/3777546acc97a7f5779f21625707261d.jpg
ec3fe9b51e25e15202b62589dd05c8da,5,4,xeroderma pigmentosum,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8147,httpwwwatlasdermatologicocombrimgimageId8147.jpg,data/images/train/ec3fe9b51e25e15202b62589dd05c8da.jpg
9112c0585bb5389f229017fc54be429c,4,3,hailey hailey disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2369,httpwwwatlasdermatologicocombrimgimageId2369.jpg,data/images/train/9112c0585bb5389f229017fc54be429c.jpg
b40bf75624f01249a6b26cd7276db084,3,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5648,httpwwwatlasdermatologicocombrimgimageId5648.jpg,data/images/train/b40bf75624f01249a6b26cd7276db084.jpg
fcc9ed3892215e076e9dc5b7a8bf81e7,4,4,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6756,httpwwwatlasdermatologicocombrimgimageId6756.jpg,data/images/train/fcc9ed3892215e076e9dc5b7a8bf81e7.jpg
84b4418d304b771a9cc6b5201a6f4296,5,6,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6301,httpwwwatlasdermatologicocombrimgimageId6301.jpg,data/images/train/84b4418d304b771a9cc6b5201a6f4296.jpg
b8f7a8261d720585ae60f800b4eaf999,-1,-1,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6760,httpwwwatlasdermatologicocombrimgimageId6760.jpg,data/images/train/b8f7a8261d720585ae60f800b4eaf999.jpg
c036e4b7c477951004346c23497e6fa0,5,5,vitiligo,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7895,httpwwwatlasdermatologicocombrimgimageId7895.jpg,data/images/train/c036e4b7c477951004346c23497e6fa0.jpg
b72ecde37774690b0e8996ff5b352a60,4,4,urticaria,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7786,httpwwwatlasdermatologicocombrimgimageId7786.jpg,data/images/train/b72ecde37774690b0e8996ff5b352a60.jpg
8be854d00d6e54d410792133c33e79df,3,2,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4208,httpwwwatlasdermatologicocombrimgimageId4208.jpg,data/images/train/8be854d00d6e54d410792133c33e79df.jpg
ea72a9d2056a476f3a10630125d02e27,3,4,lichen simplex,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3994,httpwwwatlasdermatologicocombrimgimageId3994.jpg,data/images/train/ea72a9d2056a476f3a10630125d02e27.jpg
cad7f9533088f14443e9c889ba1ebff0,5,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6327,httpwwwatlasdermatologicocombrimgimageId6327.jpg,data/images/train/cad7f9533088f14443e9c889ba1ebff0.jpg
f3fd93d48f9b56eb3f739b76bfa34963,2,2,pilar cyst,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=7528,httpwwwatlasdermatologicocombrimgimageId7528.jpg,data/images/train/f3fd93d48f9b56eb3f739b76bfa34963.jpg
e3ec239b28cfc571396b56e2f2bfc7af,2,3,hidradenitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2660,httpwwwatlasdermatologicocombrimgimageId2660.jpg,data/images/train/e3ec239b28cfc571396b56e2f2bfc7af.jpg
831db474f674f2660ecd4816177edaff,3,4,tuberous sclerosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7604,httpwwwatlasdermatologicocombrimgimageId7604.jpg,data/images/train/831db474f674f2660ecd4816177edaff.jpg
9a03e3c7ee5bf13725fdf912f7403a7e,2,3,mucinosis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8276,httpwwwatlasdermatologicocombrimgimageId8276.jpg,data/images/train/9a03e3c7ee5bf13725fdf912f7403a7e.jpg
3c44e43f7ffacc7f4c6202ee382ef286,3,3,tuberous sclerosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7635,httpwwwatlasdermatologicocombrimgimageId7635.jpg,data/images/train/3c44e43f7ffacc7f4c6202ee382ef286.jpg
deea92319824a37b76fd01b2a667cf8b,4,5,neurofibromatosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4808,httpwwwatlasdermatologicocombrimgimageId4808.jpg,data/images/train/deea92319824a37b76fd01b2a667cf8b.jpg
fa6ca6c8adfb0f25499dbdec12cf4eaf,3,2,nematode infection,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=3210,httpwwwatlasdermatologicocombrimgimageId3210.jpg,data/images/train/fa6ca6c8adfb0f25499dbdec12cf4eaf.jpg
aff8f8833189c8c6fff40c65f441f37f,3,3,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6781,httpwwwatlasdermatologicocombrimgimageId6781.jpg,data/images/train/aff8f8833189c8c6fff40c65f441f37f.jpg
4de57cb30501504efda4cadecc27c860,5,-1,pediculosis lids,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5169,httpwwwatlasdermatologicocombrimgimageId5169.jpg,data/images/train/4de57cb30501504efda4cadecc27c860.jpg
2327f7a5382cd5266dbd80acae47ca18,6,5,papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5041,httpwwwatlasdermatologicocombrimgimageId5041.jpg,data/images/train/2327f7a5382cd5266dbd80acae47ca18.jpg
4348738693200d5bc79064dc97447fc1,2,4,erythema nodosum,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1986,httpwwwatlasdermatologicocombrimgimageId1986.jpg,data/images/train/4348738693200d5bc79064dc97447fc1.jpg
c7b55857038353d4ebe2ba24d265d5a3,6,6,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8514,httpwwwatlasdermatologicocombrimgimageId8514.jpg,data/images/train/c7b55857038353d4ebe2ba24d265d5a3.jpg
3fac0ed7c8a7bd96981e6b0370beb67a,2,2,porokeratosis of mibelli,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6005,httpwwwatlasdermatologicocombrimgimageId6005.jpg,data/images/train/3fac0ed7c8a7bd96981e6b0370beb67a.jpg
442efb92b5f59923668f0d2e6316b9cb,4,3,melanoma,malignant melanoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4261,httpwwwatlasdermatologicocombrimgimageId4261.jpg,data/images/train/442efb92b5f59923668f0d2e6316b9cb.jpg
1ec75cb2c870d531d9244bede472ac0c,1,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7720,httpwwwatlasdermatologicocombrimgimageId7720.jpg,data/images/train/1ec75cb2c870d531d9244bede472ac0c.jpg
ef31ecb61a49af007c2d2c7a30240bff,-1,4,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4957,httpwwwatlasdermatologicocombrimgimageId4957.jpg,data/images/train/ef31ecb61a49af007c2d2c7a30240bff.jpg
91f0e31271eb04d1186f3c90e7f42368,2,1,pityriasis rosea,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5596,httpwwwatlasdermatologicocombrimgimageId5596.jpg,data/images/train/91f0e31271eb04d1186f3c90e7f42368.jpg
5a6480d3594d735eedf67a29281a1819,2,3,mycosis fungoides,malignant cutaneous lymphoma,malignant,,http://atlasdermatologico.com.br/img?imageId=8407,httpwwwatlasdermatologicocombrimgimageId8407.jpg,data/images/train/5a6480d3594d735eedf67a29281a1819.jpg
c5ebb84482a21015073cebc37b31f515,3,1,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=524,httpwwwatlasdermatologicocombrimgimageId524.jpg,data/images/train/c5ebb84482a21015073cebc37b31f515.jpg
0084b12b1c39776635f79548e8b47e1f,5,6,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5752,httpwwwatlasdermatologicocombrimgimageId5752.jpg,data/images/train/0084b12b1c39776635f79548e8b47e1f.jpg
4f6b510027a985c36c913daf71a02bad,3,3,hailey hailey disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2391,httpwwwatlasdermatologicocombrimgimageId2391.jpg,data/images/train/4f6b510027a985c36c913daf71a02bad.jpg
061a12327eca694c0ea61fe1d72a8a80,4,4,vitiligo,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7931,httpwwwatlasdermatologicocombrimgimageId7931.jpg,data/images/train/061a12327eca694c0ea61fe1d72a8a80.jpg
7e13446fb580d526839610d24614b93d,3,2,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6858,httpwwwatlasdermatologicocombrimgimageId6858.jpg,data/images/train/7e13446fb580d526839610d24614b93d.jpg
09fe0d7e800f83cd551f502f1f0692d8,4,4,tuberous sclerosis,genodermatoses,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=7625,httpwwwatlasdermatologicocombrimgimageId7625.jpg,data/images/train/09fe0d7e800f83cd551f502f1f0692d8.jpg
74ebd26bb5278f3a52cc650c06c1e9c8,3,1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7711,httpwwwatlasdermatologicocombrimgimageId7711.jpg,data/images/train/74ebd26bb5278f3a52cc650c06c1e9c8.jpg
cde020ff727606ce0718216d115a1a39,4,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4136,httpwwwatlasdermatologicocombrimgimageId4136.jpg,data/images/train/cde020ff727606ce0718216d115a1a39.jpg
bb3d08781eb23890a9909201deed8c85,3,3,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=643,httpwwwatlasdermatologicocombrimgimageId643.jpg,data/images/train/bb3d08781eb23890a9909201deed8c85.jpg
4213b1f75d491c3b253975caed41d6de,2,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=695,httpwwwatlasdermatologicocombrimgimageId695.jpg,data/images/train/4213b1f75d491c3b253975caed41d6de.jpg
e901fe839ca788946f4ee9acb4383e64,4,4,acrodermatitis enteropathica,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=123,httpwwwatlasdermatologicocombrimgimageId123.jpg,data/images/train/e901fe839ca788946f4ee9acb4383e64.jpg
367ce66759a68a87fca6240f8fc324ce,4,4,porokeratosis of mibelli,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6013,httpwwwatlasdermatologicocombrimgimageId6013.jpg,data/images/train/367ce66759a68a87fca6240f8fc324ce.jpg
a3f45c396c37976d1af8a11165a3bc11,4,3,acanthosis nigricans,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1498,httpwwwatlasdermatologicocombrimgimageId1498.jpg,data/images/train/a3f45c396c37976d1af8a11165a3bc11.jpg
72015b5cbc3acebc1441248befaa321a,5,3,mycosis fungoides,malignant cutaneous lymphoma,malignant,,http://atlasdermatologico.com.br/img?imageId=8411,httpwwwatlasdermatologicocombrimgimageId8411.jpg,data/images/train/72015b5cbc3acebc1441248befaa321a.jpg
91865b45a367c49a4ee9d990322d4947,4,4,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=709,httpwwwatlasdermatologicocombrimgimageId709.jpg,data/images/train/91865b45a367c49a4ee9d990322d4947.jpg
695d69b730848914d293f285d150d931,4,4,lichen planus,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=3902,httpwwwatlasdermatologicocombrimgimageId3902.jpg,data/images/train/695d69b730848914d293f285d150d931.jpg
131de64efe71f1fad3244403fb5444ee,3,3,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3187,httpwwwatlasdermatologicocombrimgimageId3187.jpg,data/images/train/131de64efe71f1fad3244403fb5444ee.jpg
8011ac7aff634d59959f950b1cc3106f,5,6,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5719,httpwwwatlasdermatologicocombrimgimageId5719.jpg,data/images/train/8011ac7aff634d59959f950b1cc3106f.jpg
34923df8fcce46f6a3620a2aad9f0e8c,4,3,neurofibromatosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4766,httpwwwatlasdermatologicocombrimgimageId4766.jpg,data/images/train/34923df8fcce46f6a3620a2aad9f0e8c.jpg
ac7559de90af0e164c64965ca3b49592,2,1,lupus erythematosus,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=4140,httpwwwatlasdermatologicocombrimgimageId4140.jpg,data/images/train/ac7559de90af0e164c64965ca3b49592.jpg
c9d6da6e630c177dc49d9599621a7483,4,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5973,httpwwwatlasdermatologicocombrimgimageId5973.jpg,data/images/train/c9d6da6e630c177dc49d9599621a7483.jpg
971093da60aa32fb757203a3f2b76d45,2,1,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5913,httpwwwatlasdermatologicocombrimgimageId5913.jpg,data/images/train/971093da60aa32fb757203a3f2b76d45.jpg
252645b0386887db0a9ca828d0b3ed58,4,3,keratosis pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3051,httpwwwatlasdermatologicocombrimgimageId3051.jpg,data/images/train/252645b0386887db0a9ca828d0b3ed58.jpg
ba6a550800e5e9d8b9e68498c6547f4f,3,2,porokeratosis of mibelli,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6008,httpwwwatlasdermatologicocombrimgimageId6008.jpg,data/images/train/ba6a550800e5e9d8b9e68498c6547f4f.jpg
b46636ef3b6b6da8c98d248f1edb5087,3,3,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7678,httpwwwatlasdermatologicocombrimgimageId7678.jpg,data/images/train/b46636ef3b6b6da8c98d248f1edb5087.jpg
1228173963bac67ab3a5cf733e537d24,4,2,rhinophyma,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6492,httpwwwatlasdermatologicocombrimgimageId6492.jpg,data/images/train/1228173963bac67ab3a5cf733e537d24.jpg
dfc849919c7f749a42f6059f927eb82f,2,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=597,httpwwwatlasdermatologicocombrimgimageId597.jpg,data/images/train/dfc849919c7f749a42f6059f927eb82f.jpg
2c67bb33d774f18d4ddec29f0147e08a,3,3,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=2983,httpwwwatlasdermatologicocombrimgimageId2983.jpg,data/images/train/2c67bb33d774f18d4ddec29f0147e08a.jpg
5807f27e6324eb4884a8ede5aa1cc9ba,3,2,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5914,httpwwwatlasdermatologicocombrimgimageId5914.jpg,data/images/train/5807f27e6324eb4884a8ede5aa1cc9ba.jpg
5bbd5222d2f23337f5f54e99b7b3ddb7,4,3,sarcoidosis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6532,httpwwwatlasdermatologicocombrimgimageId6532.jpg,data/images/train/5bbd5222d2f23337f5f54e99b7b3ddb7.jpg
defef45b3b181684b2deb5648aefbbb5,5,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5698,httpwwwatlasdermatologicocombrimgimageId5698.jpg,data/images/train/defef45b3b181684b2deb5648aefbbb5.jpg
6aa0ad542e643b2586aa98be8982483b,3,4,pityriasis rosea,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5638,httpwwwatlasdermatologicocombrimgimageId5638.jpg,data/images/train/6aa0ad542e643b2586aa98be8982483b.jpg
3a99a5259471f5fee1d4db0d2067b413,4,3,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=518,httpwwwatlasdermatologicocombrimgimageId518.jpg,data/images/train/3a99a5259471f5fee1d4db0d2067b413.jpg
03f626563dba6c2dc08b3394f30d3780,3,3,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3816,httpwwwatlasdermatologicocombrimgimageId3816.jpg,data/images/train/03f626563dba6c2dc08b3394f30d3780.jpg
388679b45f17268e894a1e092a69904a,2,3,acne,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=14,httpwwwatlasdermatologicocombrimgimageId14.jpg,data/images/train/388679b45f17268e894a1e092a69904a.jpg
2a40e05f47c6754d9f2ba7707d8f5cde,4,3,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=701,httpwwwatlasdermatologicocombrimgimageId701.jpg,data/images/train/2a40e05f47c6754d9f2ba7707d8f5cde.jpg
25952138ba4b5bb4b7d87c0391d74ffc,4,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5979,httpwwwatlasdermatologicocombrimgimageId5979.jpg,data/images/train/25952138ba4b5bb4b7d87c0391d74ffc.jpg
9952c88457356184b02ca495e261f30f,3,3,ehlers danlos syndrome,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1623,httpwwwatlasdermatologicocombrimgimageId1623.jpg,data/images/train/9952c88457356184b02ca495e261f30f.jpg
221848cdfcc1cf60de77b7f2f6b7a3a6,4,3,papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5044,httpwwwatlasdermatologicocombrimgimageId5044.jpg,data/images/train/221848cdfcc1cf60de77b7f2f6b7a3a6.jpg
22dea2d9ef454d9d96103687c9f9e278,2,3,tuberous sclerosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7632,httpwwwatlasdermatologicocombrimgimageId7632.jpg,data/images/train/22dea2d9ef454d9d96103687c9f9e278.jpg
7f22c2959605c139daf546ad0636e958,5,4,porphyria,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6039,httpwwwatlasdermatologicocombrimgimageId6039.jpg,data/images/train/7f22c2959605c139daf546ad0636e958.jpg
9575b8c8f7258a3bcdb54ba39e2573a8,5,5,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3860,httpwwwatlasdermatologicocombrimgimageId3860.jpg,data/images/train/9575b8c8f7258a3bcdb54ba39e2573a8.jpg
1438ed94952e1327b4ebda7265c5bde2,4,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7693,httpwwwatlasdermatologicocombrimgimageId7693.jpg,data/images/train/1438ed94952e1327b4ebda7265c5bde2.jpg
d615147d7e8cd3a1ad48ff1caeacfffc,2,1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7641,httpwwwatlasdermatologicocombrimgimageId7641.jpg,data/images/train/d615147d7e8cd3a1ad48ff1caeacfffc.jpg
6c83bef6f525b8734ecdbd9dd5f0e822,3,1,melanoma,malignant melanoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4318,httpwwwatlasdermatologicocombrimgimageId4318.jpg,data/images/train/6c83bef6f525b8734ecdbd9dd5f0e822.jpg
473f3594b1a24ac3109f2ace980b2953,4,4,mycosis fungoides,malignant cutaneous lymphoma,malignant,,http://atlasdermatologico.com.br/img?imageId=8402,httpwwwatlasdermatologicocombrimgimageId8402.jpg,data/images/train/473f3594b1a24ac3109f2ace980b2953.jpg
ffe62c609421e3adaa69ee1751dd6a37,2,2,porokeratosis of mibelli,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6006,httpwwwatlasdermatologicocombrimgimageId6006.jpg,data/images/train/ffe62c609421e3adaa69ee1751dd6a37.jpg
3f0c7f7661b1866339142aa830c3ca7e,5,5,prurigo nodularis,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6097,httpwwwatlasdermatologicocombrimgimageId6097.jpg,data/images/train/3f0c7f7661b1866339142aa830c3ca7e.jpg
78617b5fb730ea6627b7a7227f6a06e4,2,2,mycosis fungoides,malignant cutaneous lymphoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4575,httpwwwatlasdermatologicocombrimgimageId4575.jpg,data/images/train/78617b5fb730ea6627b7a7227f6a06e4.jpg
1fdba471c0925860f4ff4a43e8752a95,3,3,mucinosis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8272,httpwwwatlasdermatologicocombrimgimageId8272.jpg,data/images/train/1fdba471c0925860f4ff4a43e8752a95.jpg
3bf3afa6c145d67e06f6e839b1699a2d,2,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=755,httpwwwatlasdermatologicocombrimgimageId755.jpg,data/images/train/3bf3afa6c145d67e06f6e839b1699a2d.jpg
867f6e25d27750c3633b5c6e852c177d,5,5,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3174,httpwwwatlasdermatologicocombrimgimageId3174.jpg,data/images/train/867f6e25d27750c3633b5c6e852c177d.jpg
a741bce58cf478035b530343f1bd0646,4,4,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5939,httpwwwatlasdermatologicocombrimgimageId5939.jpg,data/images/train/a741bce58cf478035b530343f1bd0646.jpg
a67b853e5a59ece8a46a5d875119dfb2,4,3,hailey hailey disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2432,httpwwwatlasdermatologicocombrimgimageId2432.jpg,data/images/train/a67b853e5a59ece8a46a5d875119dfb2.jpg
74d7f7881e1d6c80a6d001af73f30770,2,3,granuloma annulare,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2264,httpwwwatlasdermatologicocombrimgimageId2264.jpg,data/images/train/74d7f7881e1d6c80a6d001af73f30770.jpg
17beac6823fd7ec2303d5b030a536fca,2,3,kaposi sarcoma,malignant dermal,malignant,,http://atlasdermatologico.com.br/img?imageId=2929,httpwwwatlasdermatologicocombrimgimageId2929.jpg,data/images/train/17beac6823fd7ec2303d5b030a536fca.jpg
fa55371d02e7e3998cdecfeb2e6c3a18,-1,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7732,httpwwwatlasdermatologicocombrimgimageId7732.jpg,data/images/train/fa55371d02e7e3998cdecfeb2e6c3a18.jpg
18815ac0642b2dca493e2db998eacafb,2,3,ehlers danlos syndrome,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1627,httpwwwatlasdermatologicocombrimgimageId1627.jpg,data/images/train/18815ac0642b2dca493e2db998eacafb.jpg
6c696fbd08a9e2d5cf7d8f47f721738d,4,2,dermatofibroma,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=1428,httpwwwatlasdermatologicocombrimgimageId1428.jpg,data/images/train/6c696fbd08a9e2d5cf7d8f47f721738d.jpg
b8020da58003030cd80ac467c2b25a1c,4,4,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4092,httpwwwatlasdermatologicocombrimgimageId4092.jpg,data/images/train/b8020da58003030cd80ac467c2b25a1c.jpg
af6fd952e943b207b0e3ad3657cf93de,3,-1,pediculosis lids,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5181,httpwwwatlasdermatologicocombrimgimageId5181.jpg,data/images/train/af6fd952e943b207b0e3ad3657cf93de.jpg
aa3cdab85e92f451bdcb67638f922afa,1,1,hailey hailey disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8282,httpwwwatlasdermatologicocombrimgimageId8282.jpg,data/images/train/aa3cdab85e92f451bdcb67638f922afa.jpg
db40e424190fda234c73191048629ac2,3,3,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4963,httpwwwatlasdermatologicocombrimgimageId4963.jpg,data/images/train/db40e424190fda234c73191048629ac2.jpg
6d26c54ea783d44f038562bfacbe4043,5,3,granuloma pyogenic,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=2311,httpwwwatlasdermatologicocombrimgimageId2311.jpg,data/images/train/6d26c54ea783d44f038562bfacbe4043.jpg
8f103b8f8623f45d44e6df4b9b71c181,6,6,granuloma pyogenic,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=2331,httpwwwatlasdermatologicocombrimgimageId2331.jpg,data/images/train/8f103b8f8623f45d44e6df4b9b71c181.jpg
e96f62903251bfa28d6d4ecf6c4341f4,4,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5974,httpwwwatlasdermatologicocombrimgimageId5974.jpg,data/images/train/e96f62903251bfa28d6d4ecf6c4341f4.jpg
967a8b6daeb91f97027f409fe778b714,5,3,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=8875,httpwwwatlasdermatologicocombrimgimageId8875.jpg,data/images/train/967a8b6daeb91f97027f409fe778b714.jpg
0747ac3f4dfd97b2d4e35d6b28014021,3,-1,mucous cyst,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=4549,httpwwwatlasdermatologicocombrimgimageId4549.jpg,data/images/train/0747ac3f4dfd97b2d4e35d6b28014021.jpg
5b80aba14b5caf42e854d17d3cdf2df2,1,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=748,httpwwwatlasdermatologicocombrimgimageId748.jpg,data/images/train/5b80aba14b5caf42e854d17d3cdf2df2.jpg
